transaction_id,customer_id,timestamp,hour_of_day,day_of_week,amount,avg_amount_30d,amount_to_avg_ratio,mcc,merchant_name,merchant_risk_base,channel,device_type,device_fingerprint,is_new_device,is_night_time,tx_count_1h,tx_count_24h,geo_distance_km,latitude,longitude,is_fraud
4d7dc615-ba96-4bf0-a8c7-6b4b5f48fb66,1302d396-ddc7-454e-8e42-28e741eae2f7,2026-07-04T11:04:58,11,5,8.65,15.5,0.558,4111,Transport for London (TfL),2,ATM,MOBILE_ANDROID,dev_fp_1144_1797,0,0,1,4,2.7,51.517409038004715,-3.215901849940067,0
daf91ce6-a4f2-4c87-b0cd-3fffeebf7f9d,83598c3b-753b-4f55-843c-278420efb143,2026-07-04T11:08:41,11,5,32.99,31.51,1.047,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_889_2213,0,0,1,1,2550.15,54.59308290876844,-5.959543306307531,0
63fc3b90-8102-457b-a2ef-fda987d66013,62e1077c-6e5d-4f27-94f2-93f731a646c2,2026-07-04T11:12:58,11,5,26.05,16.37,1.591,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_1125_7184,0,0,1,3,1.7,52.47669228243551,-1.8464060482032443,0
ecac220e-8749-427b-b539-d99f6fad9254,dc89e2aa-062c-4f92-af8d-54fc870c61f2,2026-07-04T11:15:52,11,5,24.17,20.3,1.191,5812,Costa Coffee,4,ATM,WEB_BROWSER_SAFARI,dev_fp_345_4937,0,0,1,1,1.15,51.52661788329417,-0.14465256180614694,0
2231c2aa-fcc2-4482-b920-cd8bf4cde39e,d946a57f-f3c5-49d7-ad5c-c1d7f5e12a57,2026-07-04T11:19:23,11,5,3.83,9.36,0.409,5311,Amazon UK Retail,10,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_526_4770,0,0,1,3,1.85,51.47765676534965,-3.1492359936146177,0
5a7e1098-f4ac-4ce4-b82c-69d3c2a3c8dc,bf54846c-8cd1-4153-b956-1721d4980fe0,2026-07-04T11:22:27,11,5,17.44,12.09,1.443,5411,Tesco Stores UK,5,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_669_6053,0,0,1,3,2.24,54.61299152488216,-5.930840284826872,0
c23e0405-c0ab-4895-bd74-4aa9aac6a8a5,1a594daf-3cb0-435b-bda1-aece5c4ca8a8,2026-07-04T11:25:04,11,5,2301.37,38.68,59.498,4829,Western Union Wire,80,MOBILE_APP,MOBILE_ANDROID,hacker_dev_d2ee1aed,1,0,4,3,3.16,55.96218622344171,-3.2420884973284805,1
9d0d1c59-f076-428b-8b27-c6bc7c80bd32,1ad325aa-d99f-484d-b1e0-31669e6dd7cb,2026-07-04T11:28:31,11,5,31.99,25.94,1.233,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_1157_3869,0,0,1,4,1.86,51.50821341219467,-0.1570758553875998,0
87ac1809-13b6-48a3-b3ba-9f8317f070de,675dbe4d-8ecd-4dea-9b01-56b518ed031c,2026-07-04T11:29:18,11,5,14.7,16.54,0.889,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_1063_9261,0,0,2,2,1.93,51.546677112363994,-0.14067618019724396,0
f3bda282-98a8-454e-8fbc-d69e4ad9377e,435c66eb-cc07-4605-99bf-6cf589a5c209,2026-07-04T11:30:47,11,5,17.73,34.89,0.508,5812,Costa Coffee,4,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_1180_4422,0,0,1,3,2.89,51.498125441346616,-0.09713346958529709,0
ce244f90-3dbb-42ac-9c3e-1bda1fcff67c,e10dd70b-e67d-4c17-bb38-8fdd584d276c,2026-07-04T11:32:12,11,5,12.19,10.87,1.121,5311,Amazon UK Retail,10,MOBILE_APP,MOBILE_IOS,dev_fp_1004_3421,0,0,1,2,4.71,53.8184358164064,-1.530580528285805,0
6ea46eb6-754c-40ed-9b41-a7dbd304f823,c105a454-bb92-40ce-a46c-2cf69274cc77,2026-07-04T11:36:35,11,5,36.04,28.07,1.284,7995,Bet365 Online,65,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_471_8460,0,0,2,1,3.9,53.8460597821307,-1.6019232739206108,0
ff5c570b-11e7-4421-bed3-93a61d4b3346,23a17af5-4eb3-4440-9480-bbf375159598,2026-07-04T11:38:34,11,5,45.44,44.93,1.011,5411,Sainsbury's Supermarkets,5,ONLINE_BANKING,WEB_BROWSER_SAFARI,dev_fp_131_4566,0,0,1,3,0.93,51.46931975057332,-0.15638610992850296,0
dc92117a-126b-4029-a9da-3a409672a738,01747a87-9c92-4e6a-9784-92804bb517db,2026-07-04T11:41:36,11,5,28.99,54.56,0.531,5732,Currys PC World,25,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_1066_3662,0,0,2,1,1.53,51.497850199898984,-0.11690468206307189,0
837d0004-e088-41af-8571-0de78a1b6669,4f1d0cb3-ff92-4161-be63-82244ed993cc,2026-07-04T11:44:38,11,5,11.96,18.1,0.661,5311,Amazon UK Retail,10,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_675_6375,0,0,1,4,3.01,54.56291859062162,-5.9239310813982575,0
f274f92d-023f-4250-9d79-b13f64ddc5a9,7ecfef08-95f1-4d09-945c-f68d46f450ee,2026-07-04T11:48:48,11,5,26.58,29.06,0.915,5311,Amazon UK Retail,10,POS,MOBILE_IOS,dev_fp_761_9317,0,0,2,1,2.02,55.95971962431762,-3.1869513757963346,0
f373f68e-0697-4c81-9267-4524e77c5428,6e448b74-4b35-497a-8ddc-68375de59e00,2026-07-04T11:49:37,11,5,14.28,19.57,0.73,5411,Sainsbury's Supermarkets,5,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_690_6321,0,0,1,4,1.78,55.97420771776959,-3.1694736922027813,0
86218c27-7839-4b70-babb-9ccbb1993eff,8f2191b6-5881-4964-b4d7-08c8f773107f,2026-07-04T11:53:29,11,5,14.54,12.35,1.177,5411,Tesco Stores UK,5,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_980_6990,0,0,1,3,2.44,51.524312192360476,-0.07464316792114115,0
8fd2d590-91e9-4643-b255-b037657d1ec8,1c6b5f47-8818-40e7-99c2-fa9d9d764d51,2026-07-04T11:55:38,11,5,15.0,17.59,0.853,5812,Costa Coffee,4,ONLINE_BANKING,MOBILE_IOS,dev_fp_848_7553,0,0,1,3,6.39,51.55479340495492,-0.12382271330796382,0
b19dde9f-6e00-4a2c-8328-cd249acc953e,5870b095-59b6-4629-84d9-2a2b6c57e9f1,2026-07-04T11:59:35,11,5,23.16,21.56,1.074,5411,Sainsbury's Supermarkets,5,POS,WEB_BROWSER_CHROME,dev_fp_522_1359,0,0,1,3,2.87,54.599240644801526,-5.902140302848277,0
418dcf26-a555-4b03-b7a7-70ffdaf36064,e0876d90-f39d-4f2a-81ae-89cc0cd5087a,2026-07-04T12:02:19,12,5,22.84,24.77,0.922,5311,Amazon UK Retail,10,POS,WEB_BROWSER_SAFARI,dev_fp_125_7209,0,0,1,4,1.85,51.52469000855069,-0.12373572316597015,0
2c5f5ebb-2aa9-4b10-8be3-ce05fbb546f3,0afaab48-37f3-4831-9fc5-bac5085dd2be,2026-07-04T12:05:42,12,5,36.42,42.04,0.866,5311,Amazon UK Retail,10,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_204_9785,0,0,1,3,1.72,54.96962654806402,-1.643981544300481,0
a9282b29-eab0-4354-be51-b1e537225194,b18c15bc-8415-4980-b2b3-66e3f8b717f2,2026-07-04T12:06:44,12,5,45.82,47.24,0.97,5411,Tesco Stores UK,5,POS,WEB_BROWSER_CHROME,dev_fp_1176_5398,0,0,2,1,1.74,52.43748864921177,-1.8836071728908672,0
38277803-28c1-4c36-af8b-540aad70a5a0,d78b66bd-cc9a-4511-af3d-038b9e10d796,2026-07-04T12:10:10,12,5,55.78,48.82,1.143,5311,Amazon UK Retail,10,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_837_5807,0,0,1,2,1.9,52.467395310849774,-1.927420699191,0
623f2c87-dc4d-479e-9476-221dffa8e822,d7de26f4-e2ae-4704-a625-2d2d16eb97ce,2026-07-04T12:13:08,12,5,17.14,18.79,0.912,5411,Tesco Stores UK,5,POS,MOBILE_IOS,dev_fp_1120_8734,0,0,2,3,2.58,54.95295493397337,-1.6156612839017628,0
1d151652-d625-438d-890e-4c7eb0b54171,fdb8511c-aa81-4fc4-97c7-695aaed206dd,2026-07-04T12:14:58,12,5,34.88,46.07,0.757,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_380_9056,0,0,1,4,0.9,51.5024914423855,-0.10199681096161481,0
e762fcc8-7f65-4bf1-8b78-e3d1e872f4ce,7eb9501e-13c2-456a-ac5d-e8e2ab577d42,2026-07-04T12:16:48,12,5,25.5,42.08,0.606,5411,Tesco Stores UK,5,POS,MOBILE_IOS,dev_fp_419_1339,0,0,1,3,2.5,52.45766735868324,-1.9239560202759358,0
71c905ec-dbcd-4168-9894-e10096857d1e,fac70512-4319-4639-95ff-d1701e0a0c87,2026-07-04T12:21:43,12,5,18.64,21.69,0.859,5541,Shell Petrol UK,8,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_418_2496,0,0,2,1,2.82,51.56037891209524,-0.11569474241791851,0
2630c6cb-9df5-4495-b570-32351e285810,cd3dc58b-18ee-4da8-b533-966e272322aa,2026-07-04T12:22:37,12,5,38.02,38.19,0.996,5411,Tesco Stores UK,5,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_1035_8849,0,0,1,1,2539.1,53.50803447474189,-2.2706685789549215,0
527df01d-5c76-4588-be21-ff177b332a7c,d77e58f0-194b-4490-9caf-47cb55e5552d,2026-07-04T12:23:56,12,5,27.73,35.02,0.792,5411,Tesco Stores UK,5,ATM,WEB_BROWSER_CHROME,dev_fp_309_3749,0,0,1,3,0.83,51.5187090624589,-0.13860168918708377,0
bd3fd37a-4d9d-4215-87dd-ec669152486a,e2befd04-a245-4658-8d4b-debfdf690c61,2026-07-04T12:27:39,12,5,9.93,19.37,0.513,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_605_7984,0,0,2,3,4.21,51.50439696394607,-0.17903372160446768,0
8d67a205-3408-417c-aebb-20637b28320f,9190e2d8-e13a-4abb-8d34-700cd9a130e6,2026-07-04T12:28:03,12,5,73.49,75.21,0.977,5411,Tesco Stores UK,5,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_968_3194,0,0,1,4,2.9,53.83609070404029,-1.5486993929225785,0
7b02a31e-d11c-49ea-944c-0c73327c6041,00a612b5-bbf0-4acc-b864-04ff90cc3673,2026-07-04T12:30:46,12,5,5.93,11.62,0.51,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_231_6279,0,0,1,1,1.58,53.77538541143913,-1.5431629324013403,0
1848619a-0d5b-43f0-b85e-19a969a46cff,87c74e92-9038-41a8-876f-bd16b5c092e9,2026-07-04T12:35:08,12,5,24.83,49.79,0.499,5812,Costa Coffee,4,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_12_8359,0,0,1,1,4.36,51.44682320315795,-0.12765997612375732,0
737e234d-dd9e-4eb4-9140-1ebf35b1896c,f689a06e-af18-41ac-b68a-56cd36a699f6,2026-07-04T12:36:02,12,5,194.57,15.84,12.283,5732,Currys PC World,25,ONLINE_BANKING,MOBILE_ANDROID,foreign_dev_02fbe9b3,1,0,2,6,5018.74,6.50387173389381,3.3610818022051325,1
adfd6bbc-d61d-4862-9371-d9ec670638be,46ec6ec8-d8ca-449c-a7c0-f36fad4504d1,2026-07-04T12:37:59,12,5,23.66,36.53,0.648,5411,Sainsbury's Supermarkets,5,ONLINE_BANKING,MOBILE_IOS,dev_fp_694_8138,0,0,2,3,1.8,53.799339634090245,-1.5270151935248046,0
d935d64e-83c5-4061-896c-abb5c314ecd8,c762df15-ab41-4510-ac5b-41a7449dd5dc,2026-07-04T12:39:33,12,5,11.84,13.25,0.894,5311,Amazon UK Retail,10,MOBILE_APP,MOBILE_ANDROID,dev_fp_489_7226,0,0,1,1,3.67,51.50642746174629,-0.12094277666399142,0
58ad1406-95f2-4a66-b6fe-926ad276e868,08d40023-1208-493d-9073-71c3e456c58a,2026-07-04T12:42:12,12,5,56.03,41.93,1.336,5541,Shell Petrol UK,8,ATM,MOBILE_IOS,dev_fp_908_6194,0,0,1,2,3.14,53.480994683682525,-2.2746327448371075,0
ad4c959c-031a-4664-87e0-9b0304752958,1cc57df4-0a56-40a3-a223-e5e8fcf733af,2026-07-04T12:45:26,12,5,50.97,35.55,1.434,4111,Transport for London (TfL),2,MOBILE_APP,MOBILE_IOS,dev_fp_842_8756,0,0,1,2,3.03,54.622243967296356,-5.954404838473242,0
f2f4c1ca-5609-4ecf-ae35-5fdaec0371e1,555b0f6d-8d12-4c24-8edf-5f0103b2c0e8,2026-07-04T12:46:25,12,5,28.98,32.82,0.883,5411,Tesco Stores UK,5,POS,WEB_BROWSER_CHROME,dev_fp_822_9312,0,0,1,3,2.61,51.465486588845266,-3.2193855969841354,0
59cafa13-eaef-4ade-89c0-3452743f59b6,3c092738-fb03-4602-ab5d-72f41f9981c6,2026-07-04T12:47:54,12,5,21.98,19.66,1.118,5411,Sainsbury's Supermarkets,5,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_857_2680,0,0,1,3,2.28,53.767233780932365,-1.5411563750409907,0
9315dac8-7178-4218-a458-f2d529e423f3,4588a9ae-a3df-4956-9782-a00d312b7404,2026-07-04T12:52:02,12,5,16.01,12.3,1.302,5311,Amazon UK Retail,10,ATM,MOBILE_IOS,dev_fp_862_8325,0,0,1,2,2.64,53.50344655026508,-2.237590133479352,0
b32159fe-1028-4126-8682-60f120d5f301,9190e2d8-e13a-4abb-8d34-700cd9a130e6,2026-07-04T12:52:46,12,5,73.68,75.21,0.98,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_968_3194,0,0,1,1,2.68,53.813194464505074,-1.5361517931955881,0
8f1f07f9-e689-47b2-a8cc-abb999d6894a,ca8059c2-1c46-4c20-b973-a33c314a0b3f,2026-07-04T12:56:44,12,5,10.86,12.55,0.865,5411,Sainsbury's Supermarkets,5,MOBILE_APP,MOBILE_IOS,dev_fp_729_8381,0,0,1,4,1.85,52.47200366330147,-1.8671461773939286,0
84ad9bcf-1fc1-4e90-a2aa-f5e58278dd76,9af194f3-7a0b-4686-833c-0f4d51e1a98b,2026-07-04T13:00:55,13,5,38.98,32.36,1.205,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_653_4524,0,0,1,2,4.31,53.48051828905379,-2.2703599555430944,0
37312af2-7a96-4125-9680-b8e87df7c1ab,5019032e-c0a9-496b-8e52-31e44e2ddd19,2026-07-04T13:01:56,13,5,17.78,18.15,0.98,5411,Sainsbury's Supermarkets,5,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_1070_4164,0,0,2,2,1.16,53.453785707827834,-2.2580090327337383,0
e1801785-11f5-499d-84b1-b4d8b028bc33,c14dfeb9-a4e0-402c-b4c8-b62af26705d6,2026-07-04T13:05:17,13,5,11.46,13.28,0.863,5411,Tesco Stores UK,5,ATM,MOBILE_ANDROID,dev_fp_493_4727,0,0,1,2,0.5,51.542960495972714,-0.10603845016079169,0
fee1d661-2d90-4460-b062-6fbb9765207f,4f530c78-4695-47c0-8f30-f5ad2da8daba,2026-07-04T13:05:40,13,5,41.4,30.65,1.351,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_473_7274,0,0,1,3,1.04,54.97583453594884,-1.587124764874605,0
9241529f-92e1-49d4-b772-9e208679f1e9,f2308a48-6a8b-48a2-97f6-194c50b42815,2026-07-04T13:08:38,13,5,23.09,20.58,1.122,5411,Tesco Stores UK,5,ONLINE_BANKING,WEB_BROWSER_SAFARI,dev_fp_1193_2615,0,0,1,3,2.27,53.72969581661008,-1.5795032315895423,0
2e283493-de86-4d98-872a-2a60cec8da6b,323e0b5d-647b-4c31-a8bb-10b639bb6d3f,2026-07-04T13:12:39,13,5,13.61,15.89,0.857,5812,Costa Coffee,4,POS,MOBILE_ANDROID,dev_fp_114_7912,0,0,2,2,4.71,53.831156750368436,-1.5411167839547217,0
7cac7a22-e08e-4b47-a449-24d472cb7d93,b021dd7d-ed5a-499a-b57e-83ff4755a9b4,2026-07-04T13:14:50,13,5,5.72,13.86,0.413,5812,Costa Coffee,4,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_1081_1187,0,0,1,2,0.83,53.47406136004414,-2.2267565490541616,0
65847f2c-e38c-4f34-8573-899766001e04,60f90da6-ec95-4142-aa80-72e3821183dd,2026-07-04T13:18:36,13,5,49.76,46.48,1.071,5311,Amazon UK Retail,10,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_542_8673,0,0,1,3,2.41,54.53244417862228,-6.009913791070189,0
4a80bc19-355a-46f0-a90b-d8806e00e72a,4452c33c-071c-40f8-86d5-d36d30e48443,2026-07-04T13:19:03,13,5,21.9,19.3,1.135,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_1174_2514,0,0,1,3,3.94,51.44886099035034,-3.213877998165275,0
81ca2e60-824f-461b-9b6d-e8baea28b0ed,03c02e7f-80ac-4a0a-9cbb-7de2a58ab0ed,2026-07-04T13:22:03,13,5,18.29,14.38,1.272,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_132_9883,0,0,1,3,0.34,52.448310263668,-1.9049092155060592,0
2e586f16-7fd8-4d98-b5bc-a081f55c34e0,20c98211-5d6c-44ce-8a4b-fdfb3566ed99,2026-07-04T13:24:11,13,5,13.91,22.26,0.625,5311,Amazon UK Retail,10,POS,WEB_BROWSER_SAFARI,dev_fp_1242_2354,0,0,1,3,4.07,51.4966501749037,-3.205960194829853,0
aa026486-b44a-4e33-8aba-9425b1b33413,7efa4063-1631-4de8-b119-b243fb993074,2026-07-04T13:27:59,13,5,22.23,23.93,0.929,5311,Amazon UK Retail,10,MOBILE_APP,MOBILE_ANDROID,dev_fp_459_4122,0,0,1,1,1.43,55.98167764462401,-3.23395133137303,0
3cfc93e1-5432-43bd-b756-16592658a7c8,eb7afede-e3af-4121-8b5a-9708bd726e2b,2026-07-04T13:30:48,13,5,26.47,15.28,1.732,5411,Tesco Stores UK,5,ONLINE_BANKING,MOBILE_IOS,dev_fp_754_1298,0,0,1,1,2.67,51.5293419260696,-0.14036532506315103,0
c1331a6f-c9b4-4e79-950a-18ba97b0146d,d6d437f1-89fa-431b-9e9e-6ea470d2f29f,2026-07-04T13:33:27,13,5,32.99,25.84,1.277,5411,Tesco Stores UK,5,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_1106_9008,0,0,1,2,3.89,55.92797800018332,-3.1811688027055425,0
02b28403-e308-466f-af63-8ce81a489c39,d54294b0-f234-4044-b8e7-7b0cb9e80b0e,2026-07-04T13:33:58,13,5,80.05,60.71,1.319,5411,Tesco Stores UK,5,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_919_9501,0,0,1,1,1.53,52.481343443574204,-1.9154938631251324,0
65fb41bb-94cc-4970-b4fb-e6381f860b7b,a8378342-1f86-4b18-82da-7cf78a859814,2026-07-04T13:36:31,13,5,16.99,20.63,0.824,6051,Binance UK Crypto Exchange,75,ONLINE_BANKING,MOBILE_IOS,dev_fp_21_5333,0,0,1,2,1.06,54.60930211079267,-5.981058135201509,0
7a903f9c-ad9a-4423-a031-9875e2196842,da4a4030-2042-44a3-8b28-0478a8197159,2026-07-04T13:41:28,13,5,75.94,72.74,1.044,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_347_1282,0,0,2,2,1.82,53.47423311250428,-2.2610131016222783,0
5f251a7c-1f25-454d-b925-3ec1890362c5,1ad325aa-d99f-484d-b1e0-31669e6dd7cb,2026-07-04T13:45:43,13,5,20.71,25.94,0.798,5732,Currys PC World,25,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_1157_3869,0,0,1,4,1.8,51.49264065650002,-0.16429907139847752,0
4f3ca672-a24a-482e-9a96-61e84854a386,972fa37f-4852-4727-8bff-6bf63d62fced,2026-07-04T13:49:11,13,5,12.26,16.53,0.742,5411,Sainsbury's Supermarkets,5,ATM,WEB_BROWSER_CHROME,dev_fp_929_2330,0,0,1,1,3.51,51.50236817749594,-0.09464544238865338,0
80355aa2-cd86-4b3f-afc0-4c4ab6d13c1d,ae66f7da-bbca-41fe-b0cb-550ca50c5fb7,2026-07-04T13:53:38,13,5,14.44,14.88,0.97,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_193_3608,0,0,1,2,2.13,51.5229167164673,-0.1101197171272836,0
eb6752ff-c0ea-4e5f-abf0-95e7a66a0c50,37ff9b57-54ae-4c9f-b706-b1cc56d3423b,2026-07-04T13:54:22,13,5,17.21,33.45,0.514,5411,Tesco Stores UK,5,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_141_7615,0,0,1,1,2.31,51.487186667937344,-0.11267965290077508,0
79c45df5-00f8-4285-ac82-656eea347557,20c98211-5d6c-44ce-8a4b-fdfb3566ed99,2026-07-04T13:59:17,13,5,20.93,22.26,0.94,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_1242_2354,0,0,1,4,3.8,51.47259292065594,-3.1670548224524993,0
23874e06-c0a7-442e-8d23-1ae0b1bc1d59,231ae14f-3754-4c73-be72-f27eb477c502,2026-07-04T14:01:59,14,5,10.26,10.13,1.013,5812,Costa Coffee,4,MOBILE_APP,MOBILE_IOS,dev_fp_769_8277,0,0,1,3,0.57,51.51426910787425,-0.14101608226491794,0
7f94e87d-b2e6-4a9a-9006-084044e7b645,125641f0-20ce-4859-b6f5-b933a920b5b8,2026-07-04T14:05:31,14,5,23.37,20.33,1.15,5411,Tesco Stores UK,5,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_88_7118,0,0,2,3,1.4,51.43148733654813,-2.6096216280065185,0
65d964f7-65fa-4ab6-a08f-8f2162afbd3f,6a3fe016-83c7-4032-9f3a-b146c9bca7ad,2026-07-04T14:07:29,14,5,18.81,35.34,0.532,5411,Tesco Stores UK,5,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_684_8532,0,0,1,4,0.98,52.47110939823642,-1.8894498500756416,0
bad74707-2ef3-4e5d-8685-f3ce0b77381b,b1844e51-3d1c-4738-b1fc-d02db0edc9a2,2026-07-04T14:10:59,14,5,19.75,20.56,0.961,6051,Binance UK Crypto Exchange,75,MOBILE_APP,MOBILE_IOS,dev_fp_1018_6608,0,0,1,3,3.3,55.971460458328764,-3.173381225576091,0
3398d292-086f-436d-8458-1c627157b668,f46d85b1-af99-4ae2-9fdd-7f4375ee2859,2026-07-04T14:15:14,14,5,18.74,24.42,0.767,5411,Tesco Stores UK,5,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_25_5803,0,0,1,4,1.88,55.946494223591415,-3.2073703880755438,0
dca4d888-a0c2-4aa6-a065-89a3a013f877,49eb4270-83ae-4637-9f19-bb85fb958a11,2026-07-04T14:19:19,14,5,39.07,36.62,1.067,5311,Amazon UK Retail,10,MOBILE_APP,MOBILE_ANDROID,dev_fp_373_1200,0,0,1,4,2.65,51.51802142266815,-0.13972726296950494,0
44c2be40-d58e-4885-9924-b6be703986a6,baead139-953b-42b6-8836-e4cc7504b6f4,2026-07-04T14:22:50,14,5,14.83,16.11,0.921,5732,Currys PC World,25,ONLINE_BANKING,MOBILE_IOS,dev_fp_263_5681,0,0,1,1,1.0,51.48905844663723,-2.6227771924225256,0
d2530a7a-ccb1-4694-bc85-60f16dd8a780,cab0213f-9361-4dd1-bef3-112482f826eb,2026-07-04T14:23:15,14,5,76.55,64.12,1.194,5411,Sainsbury's Supermarkets,5,MOBILE_APP,MOBILE_IOS,dev_fp_1049_4267,0,0,1,2,1.29,51.50169674820259,-0.14621423102025335,0
72e3e04d-f858-42ec-8394-b7f17d8a5750,a9e73dd6-5c42-424f-b83d-95e1d245f364,2026-07-04T14:24:04,14,5,5.36,13.29,0.403,5311,Amazon UK Retail,10,ATM,MOBILE_IOS,dev_fp_6_1488,0,0,1,1,3.9,55.922437298653435,-3.2070040699580242,0
a2d8116d-610e-4527-b4c2-11d59c75fb29,4f77ca6e-35a9-4cc2-9688-c1a78cb595ac,2026-07-04T14:24:44,14,5,7.11,10.38,0.685,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_100_8953,0,0,1,4,1.85,51.509282976026356,-0.1241119264881182,0
13b2ea11-90ea-4472-8543-1af54ccac89d,79361954-b1b3-493e-9cc8-fd58a26f5e10,2026-07-04T14:29:29,14,5,37.38,25.74,1.452,5311,Amazon UK Retail,10,ATM,WEB_BROWSER_SAFARI,dev_fp_344_9004,0,0,2,4,1.51,53.47939251010177,-2.275314366258896,0
29b1a650-78cf-4084-baa7-20bc83e5a30c,15d90018-5b57-4c7f-8f20-e5553b323e2d,2026-07-04T14:30:09,14,5,47.46,38.06,1.247,4111,Transport for London (TfL),2,ONLINE_BANKING,WEB_BROWSER_SAFARI,dev_fp_1015_9609,0,0,1,2,4.46,52.464686939214765,-1.9207848419403064,0
44c875f0-b152-4e49-b1b1-17aaee5eefd5,7c164e63-148f-48b8-9ea2-ca67aeb5b8d9,2026-07-04T14:31:30,14,5,69.15,49.41,1.4,5311,Amazon UK Retail,10,ONLINE_BANKING,MOBILE_IOS,dev_fp_1037_5442,0,0,1,1,1.88,53.43337759952624,-2.221288542064951,0
b031a635-e61e-4d74-ae42-8a12f370f041,76a2fe59-d967-4216-845d-0c70f19afb22,2026-07-04T14:35:10,14,5,17.27,11.69,1.477,5541,Shell Petrol UK,8,MOBILE_APP,MOBILE_IOS,dev_fp_874_3513,0,0,1,4,2.58,52.469792112468745,-1.9099797881294538,0
748b2f34-3ffb-43a8-9487-54b380557e43,7cee08b3-19a9-4053-bc21-2b69c33ef43f,2026-07-04T14:38:30,14,5,17.23,17.97,0.959,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_651_3324,0,0,1,2,2.95,51.51659183985031,-0.12998829832774297,0
999c34ba-9daf-4295-817a-6eaea0a8f47f,834323c0-37bf-4f5a-846e-6aec7d9dffd0,2026-07-04T14:39:46,14,5,19.64,17.33,1.133,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_725_1672,0,0,1,4,2.21,51.52261149641202,-0.17695796110021855,0
2eee4693-da0a-45a9-be62-1821f4b42a10,7f6f41a5-a1ae-49c2-8758-999de7ab4e86,2026-07-04T14:43:56,14,5,14.77,14.19,1.041,5311,Amazon UK Retail,10,POS,MOBILE_ANDROID,dev_fp_1165_4948,0,0,1,3,3.08,54.61124447566793,-5.91573421211921,0
a87e28c4-ff77-448d-950a-bb409c21a8c4,15d90018-5b57-4c7f-8f20-e5553b323e2d,2026-07-04T14:47:13,14,5,31.64,38.06,0.831,4829,Western Union Wire,80,POS,WEB_BROWSER_SAFARI,dev_fp_1015_9609,0,0,2,3,1.96,52.4627432931248,-1.892018164075969,0
aaa9421e-9cd9-4c3e-9379-444f254e9978,d1e1998b-e430-4720-9b2e-f37a08b1ef55,2026-07-04T14:51:01,14,5,38.45,39.34,0.977,7995,Bet365 Online,65,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_1075_3303,0,0,1,3,6.19,51.46689858812876,-2.620065420127083,0
